2.1, 0.0, 0.8, 0.3, 0.0, 0.0, 2.1, 2.8, 6.5, 0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0, 0.0, 0, 0, 0, 0, 0.0, 2.5, 0.0, 0, 0.0, 4.6, 0.0, 1.8, 0.0, 14.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.8, 2.1, 0, 0, 3.2, 10.8 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17 
24, 18, 29, 6, 7, 1, 9, 31, 11, 0, 18, 21, 5, 19, 29, 7, 8, 0, 19, 0, 0, 0, 0, 9, 31, 23, 0, 7, 26, 18, 26, 6, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 1, 0, 0, 26, 3 
17, 4, 23, 29, 9, 2, 26, 18, 26, 0, 8, 24, 7, 15, 18, 17, 20, 0, 3, 0, 0, 0, 0, 19, 22, 12, 0, 7, 17, 26, 17, 15, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 5, 14, 0, 0, 22, 29 
2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29 
4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1 
0.0, 2.1, 2.1, 1.45, 0.55, 0.55, 0.3, 2.1, 2.45, 3.8, 4.65, 3.55, 0.6, 0.6, 0.0, 0.0, 0.8, 0.8, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 0.0, 4.6, 4.6, 3.2, 1.8, 7.9, 14.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 1.45, 1.45, 2.1, 3.2 
0.0, 2.1, 2.1, 1.45, 1.07, 0.55, 0.55, 1.2, 2.45, 3.8, 3.8, 3.3, 3.55, 0.6, 0.6, 0.0, 0.8, 0.8, 0.8, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 2.5, 4.6, 4.6, 3.2, 3.2, 7.9, 7.9, 14.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 1.45, 1.45, 1.45, 2.65 
0.0, 2.1, 2.1, 1.45, 1.07, 1.07, 0.55, 1.07, 1.73, 3.8, 3.8, 3.0, 3.3, 3.55, 0.6, 0.6, 0.8, 0.8, 0.8, 0.8, 0.8, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 2.5, 3.55, 4.6, 3.2, 3.2, 6.8, 7.9, 7.9, 14.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 1.45, 1.45, 1.45, 2.03 
0.0, 2.1, 2.1, 1.45, 1.07, 1.07, 1.07, 1.07, 1.5, 2.92, 3.8, 3.0, 3.0, 3.3, 3.55, 0.6, 0.7, 0.8, 0.8, 0.8, 0.8, 0.8, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 2.5, 3.55, 3.55, 3.2, 3.2, 6.8, 6.8, 7.9, 7.9, 14.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 1.45, 1.45, 1.45, 2.03 
0.0, 2.1, 2.1, 1.45, 1.07, 1.07, 1.07, 1.33, 1.5, 2.5, 2.92, 3.0, 3.0, 3.0, 3.3, 3.55, 0.7, 0.7, 0.8, 0.8, 0.8, 0.8, 0.8, 0.0, 0.0, 2.5, 2.5, 2.5, 2.5, 3.55, 3.55, 2.97, 3.2, 6.8, 6.8, 6.8, 7.9, 7.9, 14.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 1.45, 1.45, 1.45, 2.03 
