Week 18, vs. NYG, W, 16-22, 9, 54, 6, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11.4, 17, 
Totals,  ,  , 54, 217, 4.0, 21, 3, 5, 6, 15, 3.0, 5, 0, 0, 0, 41.2, 

Week 1, vs. DEN, W, 16-17, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
Week 2, @ SF, L, 7-27, 4, 10, 2.5, 8, 0, 2, 3, 5, 2.5, 3, 0, 0, 0, 1.5, 66, 
Week 3, vs. ATL, L, 27-23, 3, 19, 6.3, 21, 0, 3, 3, 14, 4.7, 6, 0, 0, 0, 3.3, 50, 
Week 4, @ DET, W, 48-45, 8, 29, 3.6, 13, 0, 1, 1, -5, -5, -5, 0, 0, 0, 2.4, 55, 
Week 5, @ NO, L, 32-39, 8, 88, 11, 69, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14.8, 17, 
Week 6, vs. ARI, W, 9-19, 21, 97, 4.6, 34, 1, 2, 3, 13, 6.5, 7, 0, 0, 0, 17.0, 5, 
Week 7, @ LAC, W, 37-23, 23, 167, 7.3, 74, 2, 0, 0, 0, 0, 0, 0, 0, 0, 28.7, 2, 
Week 8, vs. NYG, W, 13-27, 18, 51, 2.8, 16, 1, 1, 2, 1, 1, 1, 0, 0, 0, 11.2, 21, 
Week 9, @ ARI, W, 31-21, 26, 109, 4.2, 15, 2, 3, 4, 20, 6.7, 13, 0, 0, 0, 24.9, 2, 
Week 10, @ TB, L, 16-21, 10, 17, 1.7, 5, 0, 6, 8, 55, 9.2, 23, 0, 0, 0, 7.2, 26, 
Week 11, BYE Week, 
Week 12, vs. LV, L, 40-34, 14, 26, 1.9, 14, 2, 1, 1, 13, 13, 13, 0, 0, 0, 15.9, 7, 
Week 13, @ LAR, W, 27-23, 3, 36, 12, 30, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3.6, 47, 
Week 14, vs. CAR, L, 30-24, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
Week 15, vs. SF, L, 21-13, 12, 47, 3.9, 15, 0, 4, 5, 32, 8, 33, 0, 0, 0, 7.9, 33, 
Week 16, @ KC, L, 10-24, 26, 107, 4.1, 20, 0, 2, 2, -2, -1, 0, 0, 0, 0, 10.5, 19, 
Week 17, vs. NYJ, W, 6-23, 23, 133, 5.8, 60, 0, 1, 1, 9, 9, 9, 0, 0, 0, 14.2, 12, 
Week 18, vs. LAR, W, 16-19, 29, 114, 3.9, 20, 0, 1, 1, 10, 10, 10, 0, 0, 0, 12.4, 15, 
Totals,  ,  , 228, 1,050, 4.6, 74, 9, 27, 35, 165, 6.1, 33, 0, 0, 0, 175.5, 
