24, 18, 29, 6, 7, 1, 9, 31, 11, 0, 18, 21, 5, 19, 29, 7, 8, 0, 19, 0, 0, 0, 0, 9, 31, 23, 0, 7, 26, 18, 26, 6, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 30, 1, 0, 0, 26, 3 
17, 4, 23, 29, 9, 2, 26, 18, 26, 0, 8, 24, 7, 15, 18, 17, 20, 0, 3, 0, 0, 0, 0, 19, 22, 12, 0, 7, 17, 26, 17, 15, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 5, 14, 0, 0, 22, 29 
2.1, 0.0, 0.8, 0.3, 0.0, 0.0, 2.1, 2.8, 6.5, 0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0, 0.0, 0, 0, 0, 0, 0.0, 2.5, 0.0, 0, 0.0, 4.6, 0.0, 1.8, 0.0, 14.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.8, 2.1, 0, 0, 3.2, 10.8 
2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29, 2.29 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 26, 2, 0, 0, 0, 9, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24, 8, 15, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8, 9.4, 8.9, 0.7, 0, 0, 0, 0.0, 5.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06, 3.06 
